SimTime	Sender	Receiver	Type	Details
2114633	node-1	node-3	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5a8806ef, cmg.cnsim.testblockchain.node.Vote@6c49835d, cmg.cnsim.testblockchain.node.Vote@5e853265, cmg.cnsim.testblockchain.node.Vote@67205a84]
2114633	node-1	node-4	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5a8806ef, cmg.cnsim.testblockchain.node.Vote@6c49835d, cmg.cnsim.testblockchain.node.Vote@5e853265, cmg.cnsim.testblockchain.node.Vote@67205a84]
2114633	node-1	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5a8806ef, cmg.cnsim.testblockchain.node.Vote@6c49835d, cmg.cnsim.testblockchain.node.Vote@5e853265, cmg.cnsim.testblockchain.node.Vote@67205a84]
2114733	node-2	node-2	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5a8806ef, cmg.cnsim.testblockchain.node.Vote@6c49835d, cmg.cnsim.testblockchain.node.Vote@5e853265, cmg.cnsim.testblockchain.node.Vote@67205a84]
2114747	node-2	node-1	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5a8806ef, cmg.cnsim.testblockchain.node.Vote@6c49835d, cmg.cnsim.testblockchain.node.Vote@5e853265, cmg.cnsim.testblockchain.node.Vote@67205a84]
2114747	node-2	node-3	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5a8806ef, cmg.cnsim.testblockchain.node.Vote@6c49835d, cmg.cnsim.testblockchain.node.Vote@5e853265, cmg.cnsim.testblockchain.node.Vote@67205a84]
2114747	node-2	node-4	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5a8806ef, cmg.cnsim.testblockchain.node.Vote@6c49835d, cmg.cnsim.testblockchain.node.Vote@5e853265, cmg.cnsim.testblockchain.node.Vote@67205a84]
2114747	node-2	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5a8806ef, cmg.cnsim.testblockchain.node.Vote@6c49835d, cmg.cnsim.testblockchain.node.Vote@5e853265, cmg.cnsim.testblockchain.node.Vote@67205a84]
2114833	node-3	node-3	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5a8806ef, cmg.cnsim.testblockchain.node.Vote@6c49835d, cmg.cnsim.testblockchain.node.Vote@5e853265, cmg.cnsim.testblockchain.node.Vote@67205a84]
2114862	node-3	node-1	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5a8806ef, cmg.cnsim.testblockchain.node.Vote@6c49835d, cmg.cnsim.testblockchain.node.Vote@5e853265, cmg.cnsim.testblockchain.node.Vote@67205a84]
2114862	node-3	node-4	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5a8806ef, cmg.cnsim.testblockchain.node.Vote@6c49835d, cmg.cnsim.testblockchain.node.Vote@5e853265, cmg.cnsim.testblockchain.node.Vote@67205a84]
2114862	node-3	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5a8806ef, cmg.cnsim.testblockchain.node.Vote@6c49835d, cmg.cnsim.testblockchain.node.Vote@5e853265, cmg.cnsim.testblockchain.node.Vote@67205a84]
2114862	node-3	node-2	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5a8806ef, cmg.cnsim.testblockchain.node.Vote@6c49835d, cmg.cnsim.testblockchain.node.Vote@5e853265, cmg.cnsim.testblockchain.node.Vote@67205a84]
2114862	node-4	node-4	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5a8806ef, cmg.cnsim.testblockchain.node.Vote@6c49835d, cmg.cnsim.testblockchain.node.Vote@5e853265, cmg.cnsim.testblockchain.node.Vote@67205a84]
2114905	node-4	node-1	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5a8806ef, cmg.cnsim.testblockchain.node.Vote@6c49835d, cmg.cnsim.testblockchain.node.Vote@5e853265, cmg.cnsim.testblockchain.node.Vote@67205a84]
2114905	node-4	node-2	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5a8806ef, cmg.cnsim.testblockchain.node.Vote@6c49835d, cmg.cnsim.testblockchain.node.Vote@5e853265, cmg.cnsim.testblockchain.node.Vote@67205a84]
2114905	node-4	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5a8806ef, cmg.cnsim.testblockchain.node.Vote@6c49835d, cmg.cnsim.testblockchain.node.Vote@5e853265, cmg.cnsim.testblockchain.node.Vote@67205a84]
2114905	node-4	node-3	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5a8806ef, cmg.cnsim.testblockchain.node.Vote@6c49835d, cmg.cnsim.testblockchain.node.Vote@5e853265, cmg.cnsim.testblockchain.node.Vote@67205a84]
2165005	node-1	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@7d0587f1
2165005	node-1	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@7d0587f1
2165005	node-1	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@7d0587f1
2165005	node-1	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@7d0587f1
2165005	node-1	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@7d0587f1
2165105	node-2	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@5d76b067
2165119	node-2	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@5d76b067
2165119	node-2	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@5d76b067
2165119	node-2	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@5d76b067
2165119	node-2	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@5d76b067
2165205	node-3	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@2a17b7b6
2165234	node-3	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@2a17b7b6
2165234	node-3	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@2a17b7b6
2165234	node-3	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@2a17b7b6
2165234	node-3	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@2a17b7b6
2165234	node-4	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@4f063c0a
2165277	node-4	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@4f063c0a
2165277	node-4	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@4f063c0a
2165277	node-4	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@4f063c0a
2165277	node-4	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@4f063c0a
